Supplier Id,Invoice Id,Invoice Date,Invoice Amount,Terms,Payment Date,Payment Amount
supplier_7,8E74BED1-D7C0-4655-A528-0C9B67102C31,2020-05-28,9208.95,90,,
supplier_8,1936AE64-2407-413D-975B-7FACC6004DEA,2020-04-15,1875.53,60,,
supplier_8,A9B125D9-8E07-4AC8-998C-413B15722048,2020-06-01,1658.10,30,,
supplier_8,14316FBD-9A2A-4B21-B8A9-2F5FBB358CDC,2020-04-19,69.68,120,,
supplier_8,944DA6C8-C24F-4F6F-8830-A85CEA0D1744,2020-06-05,2306.25,90,,
supplier_8,A648AA4B-66F6-41A6-9E0B-C4561E5771BF,2020-04-23,3051.82,60,,
supplier_8,AA9853DA-0CA9-4AF9-A6D5-7EAC139062E7,2020-06-09,924.40,30,,
supplier_8,F387EABA-9C9A-4CEF-AD0A-01F7F5DB0FA7,2020-05-05,4120.97,120,2020-09-02,4120.97
supplier_5,6B7AE45A-A258-4368-8BB3-D39056180E6D,2020-06-12,1231.6,120,,
supplier_5,46BE9030-C4D1-467E-9A92-22D3E204A29C,2020-04-30,2059.63,90,,
supplier_5,A47B8B17-A839-4E3E-B3EF-3F4A63BF2F97,2020-06-16,2.53,60,2020-08-15,2.53
supplier_11,245A9809-3F06-4D60-B273-7A6E161920F8,2020-04-25,2731.61,60,,
supplier_1,291303DE-7EE0-4B9D-A36E-C0479EEB7F33,2020-06-11,2.19,30,,
supplier_1,9AF41A73-AC31-42E5-A400-EABB6A03B31A,2020-04-29,1137.76,120,,
supplier_1,CC6F8CE3-37BA-4E9B-B264-2673A0A353BA,2020-03-25,1818.34,90,2020-06-23,1818.34
supplier_8,82D754BA-DCB3-4E68-9496-F6554846AAD2,2020-05-02,908.42,90,,
supplier_8,3A1B0406-A16E-47F2-978D-71D3C30781D8,2020-06-18,3029.0,60,,
supplier_8,A4CE5554-21E8-4D47-9214-DB00BC8BDF95,2020-05-06,215.57,30,2020-06-05,215.57
supplier_4,52378121-7148-4A20-A7C0-6C9372887F06,2020-06-14,1262.66,30,,
supplier_4,E064135C-4D7B-460C-AE01-92909C8C4AFB,2020-05-02,856.23,120,,
supplier_4,D02671C2-5E98-4045-A1A3-30BD942A5D7E,2020-06-18,2699.81,90,,
supplier_5,BB81809A-B7A2-4CC0-AD59-08A927536AA6,2020-05-13,1988.38,60,,
supplier_5,7DD65ED5-F199-45EE-8F64-9DC29FAFD027,2020-03-31,4486.96,30,,
supplier_5,71A04EB2-7805-420C-A148-5CF19A2EDBCC,2020-05-17,4514.53,120,,
supplier_6,C40A7A37-0536-475E-B5BB-4FBF2B41EA0B,2020-04-04,268.10,90,,
supplier_6,2E14566E-51CA-4EE8-AB66-420BF4B90DC1,2020-05-21,5347.68,60,,
supplier_6,CAFDC5A6-0B51-49C1-9D4A-5A45B172F7ED,2020-04-08,4945.25,30,,
supplier_6,E1C68926-9628-4980-9C17-D979DDDE9820,2020-05-25,1477.82,120,,
supplier_6,95BC59D3-3D6D-44A2-893D-F5C762619145,2020-04-20,2244.40,90,,
supplier_7,D96307A9-AFE5-4E4B-BA71-11F36B6D27D2,2020-06-06,703.97,60,,
supplier_7,2A45DADD-1D1A-493E-9C3A-43FC29563574,2020-04-24,2687.55,30,,
supplier_7,4E82014A-5789-45FA-A2BD-CA5F8E872053,2020-06-10,651.12,120,,
supplier_7,36167876-77A2-4A72-B3B9-6C8F87E6E723,2020-04-28,876.69,90,,
supplier_7,E066111C-AA39-4484-857C-6D39B02AFF55,2020-06-14,8923.27,90,,
supplier_7,01646752-8B27-4230-B7A9-C7263BE62DDE,2020-05-02,1733.84,60,,
supplier_7,80B0BFD4-7107-43E8-B4B5-C0BE58016A54,2020-03-28,1601.73,30,,
supplier_8,1EFE77C8-EEAE-4D4C-90A7-B1F973845808,2020-05-13,2552.31,120,,
supplier_8,811DDDCA-7602-4CCE-A26D-0363C9E8F184,2020-03-31,3547.88,90,,
supplier_8,DD68DF6F-2409-4F5C-867B-F2230102B7BC,2020-05-17,546.45,60,,
supplier_8,9E8995E9-D09D-4F7A-8319-A99FA50C3296,2020-04-04,853.3,30,,
supplier_9,38615C5A-2C62-4035-A0F3-3D38616DA65A,2020-05-21,3978.60,120,,
supplier_9,37A79BDE-CFDF-4D50-AA07-A111F810B90B,2020-04-08,4669.43,30,,
supplier_7,DF96AC82-1B56-435A-83BC-93807610DBCC,2020-05-08,317.32,90,,
supplier_7,9CE2439B-5D46-46D1-8AFF-3E402B44E3E8,2020-05-20,8855.44,120,,
supplier_3,B71E745A-A8C1-4D17-AB55-1C2154057D4C,2020-06-18,64.82,60,,
supplier_11,D613072B-4431-4694-A822-B5388005E7D6,2020-03-24,1221.71,60,,
supplier_1,F74BE6FD-B5F1-487E-A21A-8A618A3ECCE5,2020-04-14,3781.8,120,2020-08-12,3781.8
supplier_2,161F6479-39E1-4803-8458-7508A94A09ED,2020-04-18,1959.71,60,,
supplier_6,5DE8CEE6-CCB4-45F2-ACB1-5657EA34DCC3,2020-05-17,1663.32,120,,
supplier_7,AF3250D8-CA7A-4EC9-AD3F-8B92D5E477CD,2020-06-16,2414.69,120,,
supplier_3,FF9E318B-3D11-43B0-99FA-CDE53A9400C9,2020-03-30,3918.33,90,,
supplier_6,15046F08-D2ED-4C07-B626-83F5DC0BED06,2020-04-11,1202.96,120,,
supplier_4,BBAAD6FD-9A64-4E23-9A25-50606411FD56,2020-05-03,1186.56,30,,
supplier_2,236657C8-4698-4C58-917F-F5A2806FCC50,2020-06-10,560.74,90,,
supplier_4,522D91BD-A965-464F-9DEE-A3476FB043BE,2020-04-11,1417.57,30,,
supplier_4,21EA4890-7966-4626-9119-A1BFE803AF82,2020-05-28,2980.15,120,,
supplier_5,3A1F9B65-1036-4E94-80DB-D01247A3F0FE,2020-04-22,100.72,90,,
supplier_5,B1BB6FF3-0EF9-403F-B9F8-05FE2AC74056,2020-06-08,5046.29,60,,
supplier_5,B2E6FB16-9728-4BD4-B59C-FF3C8AC70172,2020-04-26,4795.87,30,,
supplier_5,446D41E8-D627-4591-BB58-029AE2D617A1,2020-06-12,455.44,120,,
supplier_6,4F54466A-6C10-4BC6-9EEA-71FB972CF7A7,2020-04-30,1477.2,90,,
supplier_6,2C0FFD49-CF58-43A6-8B5B-92F8D2E33125,2020-06-16,150.59,60,,
supplier_6,29A3949A-C188-4785-BAB1-BC9680B11688,2020-05-04,1248.16,30,,
supplier_6,46549217-943D-4188-A6AE-0533E529C51E,2020-03-30,1907.74,120,,
supplier_7,A3D86950-AB22-4A80-97F5-6F0BA7F5735D,2020-05-16,4080.31,90,,
supplier_7,53BCA794-C684-4B0B-91F8-DC7E6140FA46,2020-04-03,4311.88,60,,
supplier_7,551CE9CA-663E-4FF2-B626-033278DB4987,2020-05-20,79.46,30,,
supplier_7,CF604359-FC01-47A0-88DF-047082686C7D,2020-04-07,4941.3,120,2020-08-05,4941.3
supplier_3,41F92AC4-39F7-49C7-B22D-C7B177A1FC16,2020-05-15,393.12,120,,
supplier_3,99B3B29B-5623-4773-852C-34318FE81392,2020-04-02,2468.69,90,,
supplier_3,16AD93F3-D20B-4946-9A15-BB11574BBB9D,2020-05-27,1895.27,60,,
supplier_4,6642B689-46A1-4A25-B7AD-9C836AF682F8,2020-04-14,4022.84,30,,
supplier_4,F15B7E28-2273-4733-BC8A-BAA3474F2CCB,2020-05-31,4282.41,120,,
supplier_4,0EBE7A9D-6B08-4A83-8701-14040C098576,2020-04-18,113.99,90,,
